method,n_ranks,n_samples,samples_per_rank,S0,K,T,r,sigma,mc_price,mc_stderr,bs_price,abs_error,rel_error_pct,elapsed_sec,throughput_samples_per_sec,throughput_per_rank,seed,git_commit
mpi_mc,2,10000000,5000000,100.0,100.0,1.0,0.05,0.2,10.449509928126705,0.0046540259219131335,10.450583572185565,0.0010736440588594576,0.010273532108933921,0.208989636041224,47849262.71668066,23924631.35834033,42,1915a5a7
