method,n_samples,S0,K,T,r,sigma,mc_price,mc_stderr,bs_price,abs_error,rel_error_pct,elapsed_sec,throughput_samples_per_sec,antithetic,seed
serial_mc,1000000,100.0,100.0,1.0,0.05,0.2,10.434157688982824,0.01469981324546768,10.450583572185565,0.016425883202741076,0.15717670778174425,0.08184046200000017,12218894.85423479,False,42
