method,n_ranks,n_samples,samples_per_rank,S0,K,T,r,sigma,mc_price,mc_stderr,bs_price,abs_error,rel_error_pct,elapsed_sec,throughput_samples_per_sec,throughput_per_rank,seed,git_commit
mpi_mc,4,20000000,5000000,100.0,100.0,1.0,0.05,0.2,10.443247166046628,0.003290043531292622,10.450583572185565,0.007336406138936269,0.07020092311842048,0.20852662157267332,95911015.3378178,23977753.83445445,42,1915a5a7
