method,n_ranks,n_samples,samples_per_rank,S0,K,T,r,sigma,mc_price,mc_stderr,bs_price,abs_error,rel_error_pct,elapsed_sec,throughput_samples_per_sec,throughput_per_rank,seed,git_commit
mpi_mc,8,20000000,2500000,100.0,100.0,1.0,0.05,0.2,10.448034134109635,0.003292200055997921,10.450583572185565,0.0025494380759294444,0.024395174282083387,0.16314096562564373,122593365.3346983,15324170.666837288,42,1915a5a7
