method,n_ranks,n_samples,samples_per_rank,S0,K,T,r,sigma,mc_price,mc_stderr,bs_price,abs_error,rel_error_pct,elapsed_sec,throughput_samples_per_sec,throughput_per_rank,seed,git_commit
mpi_mc,12,60000000,5000000,100.0,100.0,1.0,0.05,0.2,10.451411244235546,0.0019004242695751566,10.450583572185565,0.0008276720499811319,0.007919864419667409,0.3051749709993601,196608522.00138593,16384043.500115493,42,1915a5a7
