n_samples,mc_price,mc_stderr,bs_price,abs_error,rel_error_pct,elapsed_sec,throughput
10000,10.576168916266518,0.14635249277631476,10.450583572185565,0.12558534408095312,1.2017065191957415,0.0007872916758060455,12701772.808358215
100000,10.502787257316935,0.04656719722165183,10.450583572185565,0.05220368513137075,0.49952889970959985,0.0037135807797312737,26928187.625754654
1000000,10.437618467074838,0.014708006280030094,10.450583572185565,0.012965105110726682,0.12406106339586209,0.02439148537814617,40997913.185556196
10000000,10.449509928126705,0.0046540259219131335,10.450583572185565,0.0010736440588594576,0.010273532108933921,0.19769514072686434,50582932.70756717
100000000,10.450370924060133,0.0014718581464951128,10.450583572185565,0.00021264812543186906,0.0020347966595648903,1.9047287786379457,52500913.05467075
